SectionID,Latitude,Longitude,Altitude,OHEMas,EngFeature,TRDFeature,PWI,Division,Remark,Satellites,ModifiedDate
MHD - GTE,22.783602,72.782221,-14.41849,462/13,Curve No 7,,,BRC,,4,
MHD - GTE,22.783166,72.782575,-15.04373,462/11,,,,BRC,,4,
MHD - GTE,22.782774,72.782919,-15.11745,462/09,MALKANA -686,,,BRC,,4,
MHD - GTE,22.782507,72.783147,-13.53702,462/07,MALKANA -686,,,BRC,,4,
MHD - GTE,22.782227,72.783378,-12.88548,462/05,MALKANA -686,,,BRC,,4,
MHD - GTE,22.781775,72.783754,-14.62307,462/03,S-46203,,,BRC,,4,
MHD - GTE,22.781298,72.784148,-16.69403,462/01,Curve No 6,BWA,,BRC,,4,
MHD - GTE,22.780834,72.784536,-17.76476,461/29,Curve No 6,UIOL,,BRC,,4,
MHD - GTE,22.780392,72.78491,-20.39637,461/27,Curve No 6,UIOL,,BRC,,4,
MHD - GTE,22.779951,72.785315,-21.10009,461/25,Curve No 6,BWA,,BRC,,4,
MHD - GTE,22.779481,72.785744,-20.95571,461/23,,,,BRC,,4,
MHD - GTE,22.779043,72.786152,-20.97,461/21,Curve No 5,,,BRC,,4,
MHD - GTE,22.77857,72.786589,-20.98658,461/19,Curve No 5,,,BRC,,4,
MHD - GTE,22.778068,72.787034,-21.14581,461/17,Curve No 5,Splice,,BRC,,4,
MHD - GTE,22.777588,72.787445,-21.60199,461/15,Curve No 5,,,BRC,,4,
MHD - GTE,22.777137,72.787832,-21.36637,461/13,Curve No 5,ACA,,BRC,,4,
MHD - GTE,22.776596,72.788279,-22.11017,461/11,,ACC,,BRC,,4,
MHD - GTE,22.776107,72.788682,-22.72498,461/09,,ACA,,BRC,,4,
MHD - GTE,22.775591,72.789108,-23.17763,461/07,,,,BRC,,4,
MHD - GTE,22.775035,72.789567,-22.44835,461/05,,,,BRC,,4,
MHD - GTE,22.774526,72.789989,-22.72314,461/03,,,,BRC,,4,
MHD - GTE,22.774013,72.790416,-22.81929,461/01,,,,BRC,,4,
MHD - GTE,22.773496,72.790844,-22.65258,460/27,S-46025,,,BRC,,4,
MHD - GTE,22.773013,72.791242,-23.11465,460/25,,,,BRC,,4,
MHD - GTE,22.772475,72.791687,-20.94809,460/23,LC No - 285,BWA,,BRC,,4,
MHD - GTE,22.771987,72.79209,-20.10468,460/21,LC No - 285,UIOL,,BRC,,4,
MHD - GTE,22.771477,72.792528,-19.80424,460/19,,UIOL,,BRC,,4,
MHD - GTE,22.770982,72.792951,-19.92866,460/17,,BWA,,BRC,,4,
MHD - GTE,22.770452,72.793388,-20.95063,460/15,,,,BRC,,4,
MHD - GTE,22.769963,72.793795,-21.1034,460/13,,,,BRC,,4,
MHD - GTE,22.769404,72.794255,-22.64635,460/11,,,,BRC,,4,
MHD - GTE,22.768906,72.794659,-22.53878,460/09,,,,BRC,,4,
MHD - GTE,22.768404,72.79508,-21.08124,460/07,,,,BRC,,4,
MHD - GTE,22.767881,72.795524,-20.43887,460/05,,ACA,,BRC,,4,
MHD - GTE,22.767375,72.795945,-21.42055,460/03,,ACC,,BRC,,4,
MHD - GTE,22.766868,72.79637,-19.93227,460/01,LC No 284,ACA,,BRC,,4,
MHD - GTE,22.766337,72.796814,-19.22902,459/33,LC No 284,,,BRC,,4,
MHD - GTE,22.765827,72.797236,-18.95144,459/31,,,,BRC,,4,
MHD - GTE,22.765449,72.797553,-20.24781,459/29,,,,BRC,,4,
MHD - GTE,22.765054,72.797879,-19.72816,459/27,S-46,,,BRC,,4,
MHD - GTE,22.764602,72.798258,-19.37923,459/25A,,,,BRC,,4,
MHD - GTE,22.764157,72.798623,-19.24553,459/25,,BWA,,BRC,,4,
MHD - GTE,22.763741,72.798971,-19.33593,459/23,SEJ No-7,UIOL,,BRC,,4,
MHD - GTE,22.763363,72.799272,-18.6223,459/21,,X-O No 120 & BWA,,BRC,,4,
MHD - GTE,22.763095,72.799499,-18.95325,459/19A,,UIOL,,BRC,,4,
MHD - GTE,22.762802,72.799738,-19.10103,459/19,,BWA,,BRC,,4,
MHD - GTE,22.762444,72.800039,-18.76345,459/17,,UIOL,,BRC,,4,
MHD - GTE,22.762042,72.800368,-19.97584,459/13,,T-O No -116,,BRC,,4,
MHD - GTE,22.761669,72.800685,-19.07745,459/11,LC No 282 & SEJ -6,BWA,,BRC,,4,
MHD - GTE,22.761424,72.800884,-18.09724,459/09,SEJ -6,,,BRC,,4,
MHD - GTE,22.761092,72.801163,-18.87258,459/07,,,,BRC,,4,
MHD - GTE,22.760616,72.801558,-19.38714,459/05,,,,BRC,,4,
MHD - GTE,22.760104,72.801974,-19.14558,459/03,GTE,,,BRC,,4,
MHD - GTE,22.759608,72.802382,-19.3673,459/01,GTE,ACA,,BRC,,4,
MHD - GTE,22.759165,72.802758,-19.35798,458/35,GTE,ACC,,BRC,,4,
MHD - GTE,22.758663,72.80317,-19.68485,458/33,GTE,ACA & Splice,,BRC,,4,
MHD - GTE,22.758179,72.803578,-18.91806,458/31,GTE,,,BRC,,4,
MHD - GTE,22.757746,72.803931,-19.47434,458/29,GTE,,,BRC,,4,
GTE - ND,22.757332,72.804281,-19.03997,458/27,,,,BRC,,4,
GTE - ND,22.756942,72.804609,-20.35402,458/25,,,,BRC,,4,
GTE - ND,22.756547,72.804932,-21.44135,458/23,S-12,,,BRC,,4,
GTE - ND,22.756237,72.805187,-21.16158,458/21,SEJ No 5,,,BRC,,4,
GTE - ND,22.75603,72.805358,-21.40801,458/19A,SEJ No 5,,,BRC,,4,
GTE - ND,22.755628,72.805695,-21.45848,458/19,,T-O No 105 & BWA,,BRC,,4,
GTE - ND,22.755228,72.806017,-20.3329,458/17,,IOL of SM-145A,,BRC,,4,
GTE - ND,22.754758,72.8064,-20.49485,458/13,X-O No 101,IOL &  SM-145A,,BRC,,4,
GTE - ND,22.754431,72.806689,-27.13435,458/09,SEJ -4,BWA,,BRC,,4,
GTE - ND,22.754431,72.806689,-27.13435,458/05,Curve No 4,,,BRC,,4,
GTE - ND,22.753055,72.807783,-29.57903,458/03,Curve No 4,,,BRC,,4,
GTE - ND,22.752696,72.808077,-28.92448,458/01,Curve No 4,,,BRC,,4,
GTE - ND,22.752247,72.808429,-28.21224,457/33,Curve No 4,,,BRC,,4,
GTE - ND,22.751806,72.808755,-28.28322,457/31,Curve No 4,,,BRC,,4,
GTE - ND,22.75129,72.80913,-28.36815,457/29,Curve No 4,ACA,,BRC,,4,
GTE - ND,22.750795,72.809491,-28.7944,457/27,Curve No 4,ACC,,BRC,,4,
GTE - ND,22.750333,72.809841,-27.85452,457/25,Curve No 4,ACA,,BRC,,4,
GTE - ND,22.74988,72.810201,-27.23107,457/23,Curve No 4,,,BRC,,4,
GTE - ND,22.749393,72.810602,-26.27521,457/21,,,,BRC,,4,
GTE - ND,22.753479,72.807443,-31.86965,458/05,Curve No 4,,,BRC,,4,
GTE - ND,22.748914,72.811012,-25.23569,457/19,,,,BRC,,4,
GTE - ND,22.748491,72.811366,-24.35743,457/17,,,,BRC,,4,
GTE - ND,22.74803,72.811748,-24.29285,457/15,,BWA,,BRC,,4,
GTE - ND,22.747583,72.812119,-23.63686,457/13,,UIOL,,BRC,,4,
GTE - ND,22.747152,72.812475,-24.02975,457/11,,UIOL,,BRC,,4,
GTE - ND,22.746729,72.812823,-24.09498,457/09,,BWA,,BRC,,4,
GTE - ND,22.74628,72.8132,-23.23716,457/07,SHEDHI -681,,,BRC,,4,
GTE - ND,22.745941,72.813477,-22.8498,457/05,SHEDHI -681,,,BRC,,4,
GTE - ND,22.745656,72.813708,-22.69153,457/03,SHEDHI -681,,,BRC,,4,
GTE - ND,22.745364,72.813951,-22.68277,457/01,SHEDHI -681,,,BRC,,4,
GTE - ND,22.745014,72.814248,-22.66165,456/33,SHEDHI -681,,,BRC,,4,
GTE - ND,22.744608,72.814587,-23.63494,456/31,Curve No 3,,,BRC,,4,
GTE - ND,22.744233,72.814898,-25.39502,456/29,Curve No 3,,,BRC,,4,
GTE - ND,22.743915,72.815174,-24.34155,456/27,Curve No 3,,,BRC,,4,
GTE - ND,22.743562,72.815484,-25.09805,456/25,Curve No 3,,,BRC,,4,
GTE - ND,22.74318,72.815811,-25.0974,456/23,Curve No 3,ACA,,BRC,,4,
GTE - ND,22.742766,72.816171,-25.2869,456/21,Curve No 3,ACC,,BRC,,4,
GTE - ND,22.742332,72.816553,-25.57581,456/19,Curve No 3,ACA,,BRC,,4,
GTE - ND,22.741901,72.816929,-27.11054,456/17,Curve No 3,,,BRC,,4,
GTE - ND,22.741461,72.817315,-26.84233,456/15,Curve No 3,,,BRC,,4,
GTE - ND,22.741009,72.817714,-27.1868,456/13,,,,BRC,,4,
GTE - ND,22.740577,72.818086,-28.35748,456/11,,,,BRC,,4,
GTE - ND,22.74012,72.818491,-29.04449,456/09,,,,BRC,,4,
GTE - ND,22.739656,72.818889,-28.01952,456/07,,,,BRC,,4,
GTE - ND,22.739297,72.819196,-27.81652,456/05,,,,BRC,,4,
GTE - ND,22.738795,72.819618,-26.45049,456/03,,,,BRC,,4,
GTE - ND,22.738326,72.820017,-26.22325,456/01,,BWA,,BRC,,4,
GTE - ND,22.737848,72.820407,-26.38604,455/27,,UIOL,,BRC,,4,
GTE - ND,22.737331,72.820841,-25.5533,455/25,S-45523,UIOL,,BRC,,4,
GTE - ND,22.736812,72.821277,-25.89766,455/23,,BWA,,BRC,,4,
GTE - ND,22.736291,72.8217,-26.75653,455/21,LC No 278,,,BRC,,4,
GTE - ND,22.735786,72.822114,-25.35318,455/19,LC No 278,,,BRC,,4,
GTE - ND,22.735265,72.822549,-25.13671,455/17,,,,BRC,,4,
GTE - ND,22.734752,72.822981,-26.05249,455/15,,ACA,,BRC,,4,
GTE - ND,22.734233,72.823404,-26.83864,455/13,,ACC,,BRC,,4,
GTE - ND,22.73372,72.823824,-26.12553,455/11,,ACA,,BRC,,4,
GTE - ND,22.733226,72.824237,-26.75693,455/09,,,,BRC,,4,
GTE - ND,22.732711,72.824661,-25.88851,455/07,,,,BRC,,4,
GTE - ND,22.732185,72.825097,-26.05584,455/05,,BWA,,BRC,,4,
GTE - ND,22.731639,72.825559,-26.1198,455/03,,UIOL  BT,,BRC,,4,
GTE - ND,22.731143,72.825985,-26.92562,455/01,,UIOL  BT,,BRC,,4,
GTE - ND,22.730665,72.826375,-26.34998,454/27,,BWA,,BRC,,4,
GTE - ND,22.730174,72.826789,-25.55544,454/25,,,,BRC,,4,
GTE - ND,22.729661,72.827212,-25.52332,454/23,,,,BRC,,4,
GTE - ND,22.72915,72.827636,-25.32757,454/21,S-45419,,,BRC,,4,
GTE - ND,22.728622,72.828071,-25.7913,454/19,,AT,,BRC,,4,
GTE - ND,22.728096,72.828506,-25.81142,454/17,LC No 277,,,BRC,,4,
GTE - ND,22.727586,72.828929,-24.87598,454/15,LC No 277,,,BRC,,4,
GTE - ND,22.727074,72.829357,-26.04848,454/13,,ACA,,BRC,,4,
GTE - ND,22.726575,72.82977,-26.77187,454/11,,ACC,,BRC,,4,
GTE - ND,22.726047,72.830206,-26.3493,454/09,,ACA,,BRC,,4,
GTE - ND,22.725552,72.830615,-26.20821,454/07,,,,BRC,,4,
GTE - ND,22.725029,72.831054,-26.10896,454/05,,,,BRC,,4,
GTE - ND,22.724533,72.831466,-25.95596,454/03,,,,BRC,,4,
GTE - ND,22.724014,72.831895,-25.13757,454/01,,,,BRC,,4,
GTE - ND,22.723614,72.832227,-25.16284,453/27,,,,BRC,,4,
GTE - ND,22.723144,72.83262,-25.17424,453/25,,BWA,,BRC,,4,
GTE - ND,22.722636,72.833043,-25.3822,453/23,,UIOL,,BRC,,4,
GTE - ND,22.722105,72.833487,-26.31378,453/21,,UIOL,,BRC,,4,
GTE - ND,22.72161,72.833902,-26.61754,453/19,,BWA,,BRC,,4,
GTE - ND,22.721082,72.834339,-26.9839,453/17,,,,BRC,,4,
GTE - ND,22.720575,72.83476,-26.94426,453/15,,500m C/B,,BRC,,4,
GTE - ND,22.720158,72.835112,-26.87142,453/13,S-45311,BWA,,BRC,,4,
GTE - ND,22.719649,72.835522,-28.69441,453/11,,UIOL,,BRC,,4,
GTE - ND,22.719118,72.835957,-28.75546,453/09,,UIOL,,BRC,,4,
GTE - ND,22.718599,72.836393,-27.88246,453/07,,FTA & 250m C/B,,BRC,,4,
GTE - ND,22.718096,72.836813,-28.26314,453/05,,,,BRC,,4,
GTE - ND,22.717581,72.837241,-28.10808,453/03,,FTA,,BRC,,4,
GTE - ND,22.717184,72.837567,-29.32803,453/01B,,GTE/SP  O/L,,BRC,,4,
GTE - ND,22.716911,72.83779,-29.85068,453/01A,,DJ  OPEN  GTE/SP,,BRC,,4,
GTE - ND,22.716739,72.837942,-30.85815,453/01AA,,PTFE  GTE/SP,,BRC,,4,
GTE - ND,22.716548,72.838091,-30.52318,453/01,,GTE/SP N/S O/L,,BRC,,4,
GTE - ND,22.71631,72.838284,-30.44488,452/29,,DJ  CLOSE,,BRC,,4,
GTE - ND,22.715933,72.8386,-29.14886,452/27,,BWA,,BRC,,4,
GTE - ND,22.715477,72.838987,-30.14173,452/25,LC No 276,,,BRC,,4,
GTE - ND,22.715005,72.839377,-29.54412,452/23,LC No 276,,,BRC,,4,
GTE - ND,22.714511,72.839787,-29.11281,452/21,,DJ CLOSE MEMU,,BRC,,4,
GTE - ND,22.714002,72.840217,-29.78051,452/19,,BWA,,BRC,,4,
GTE - ND,22.713485,72.84064,-28.00432,452/17,,UIOL  BT,,BRC,,4,
GTE - ND,22.713007,72.841038,-26.99461,452/15,,UIOL  BT,,BRC,,4,
GTE - ND,22.712488,72.841469,-27.19868,452/13,,BWA,,BRC,,4,
GTE - ND,22.711975,72.841891,-27.04771,452/11,,,,BRC,,4,
GTE - ND,22.711541,72.842252,-26.97282,452/09,,,,BRC,,4,
GTE - ND,22.711155,72.842567,-26.97134,452/07,,ACA,,BRC,,4,
GTE - ND,22.71065,72.842983,-26.18912,452/05,,ACC,,BRC,,4,
GTE - ND,22.710185,72.84337,-26.30853,452/03,,ACA,,BRC,,4,
GTE - ND,22.709668,72.843809,-26.14649,452/01,,,,BRC,,4,
GTE - ND,22.709166,72.844232,-26.62152,451/29,S-46,,,BRC,,4,
GTE - ND,22.708637,72.844666,-26.89376,451/27,,FTA & Splice,,BRC,,4,
GTE - ND,22.708183,72.845053,-26.28819,451/25,,IOL of SM-145,,BRC,,4,
GTE - ND,22.707686,72.84546,-25.90849,451/23,SEJ,IOL SM-145 & BWA,,BRC,,4,
GTE - ND,22.707223,72.845847,-27.50619,451/21A,,X-O No 115 & BWA,,BRC,,4,
GTE - ND,22.706931,72.846111,-28.21667,451/21,,T-O No 115 & BWA,,BRC,,4,
GTE - ND,22.706548,72.846428,-26.38487,451/19,SEJ No 21,,,BRC,,4,
GTE - ND,22.70607,72.846823,-25.24583,451/17,,,,BRC,,4,
GTE - ND,22.705548,72.847255,-27.59095,451/15,,UIOL ,,BRC,,4,
GTE - ND,22.705064,72.847655,-27.35949,451/13,,UIOL  BT,,BRC,,4,
GTE - ND,22.704749,72.847916,-26.027,451/11,,AT,,BRC,,4,
GTE - ND,22.704501,72.848129,-25.48503,451/09,,,,BRC,,4,
GTE - ND,22.70421,72.848372,-26.07104,451/07,,BWA,,BRC,,4,
GTE - ND,22.703789,72.848721,-26.35586,451/05,LC No 275,BWA,,BRC,,4,
GTE - ND,22.703348,72.849101,-26.88839,451/03,,,,BRC,,4,
GTE - ND,22.702909,72.849465,-27.6124,451/01,,,,BRC,,4,
GTE - ND,22.702367,72.849912,-27.87221,450/37,,,,BRC,,4,
GTE - ND,22.701973,72.850243,-28.23647,450/35A,,,,BRC,,4,
GTE - ND,22.701717,72.850444,-27.85747,450/35,,,,BRC,,4,
GTE - ND,22.701329,72.850772,-27.72328,450/33,,,,BRC,,4,
GTE - ND,22.700826,72.851206,-28.1831,450/29,,ACC,,BRC,,4,
GTE - ND,22.700308,72.851628,-26.48792,450/25,,,,BRC,,4,
GTE - ND,22.699906,72.851957,-25.28885,450/23A,,,,BRC,,4,
GTE - ND,22.69958,72.852227,-24.24529,450/23,SEJ - 20  & B-12,ROB,,BRC,,4,
GTE - ND,22.699291,72.852446,-25.72626,450/21,ROB,,,BRC,,4,
GTE - ND,22.698897,72.852791,-26.18469,450/19B,,X-O No 107,,BRC,,4,
GTE - ND,22.698582,72.853056,-26.8038,450/18B,,TTU on DN & UIOL,,BRC,,4,
GTE - ND,22.698316,72.853268,-26.16289,450/17,,T-O No 105B,,BRC,,4,
GTE - ND,22.698063,72.853476,-25.70323,450/15A,,UIOL,,BRC,,4,
GTE - ND,22.697751,72.85373,-24.62966,450/13,,X-O No 104B,,BRC,,4,
GTE - ND,22.697306,72.854104,-24.9842,450/11,SEJ No - 19,,,BRC,,4,
GTE - ND,22.696991,72.854367,-25.18537,450/09,,UIOL  BT,,BRC,,4,
GTE - ND,22.696563,72.854814,-26.68876,450/07,,UIOL  BT,,BRC,,4,
GTE - ND,22.696179,72.855148,-26.24561,450/05,ND PF,,,BRC,,4,
GTE - ND,22.695778,72.855425,-27.75422,450/03,ND PF,BWA,,BRC,,4,
GTE - ND,22.695256,72.855837,-25.92513,450/01,ND PF,,,BRC,,4,
GTE - ND,22.694762,72.856257,-26.99562,449/31,ND PF,,,BRC,,4,
GTE - ND,22.694246,72.856649,-24.69895,449/29,ND PF & FOB,,,BRC,,4,
GTE - ND,22.693867,72.856967,-23.66078,449/27,ND PF & FOB,,,BRC,,4,
GTE - ND,22.693479,72.857286,-21.95567,449/25,ND PF ,,,BRC,,4,
GTE - ND,22.69297,72.857725,-21.34203,449/23,ND PF ,ACA,,BRC,,4,
GTE - ND,22.692473,72.858122,-20.64946,449/21,ND PF ,ACC,,BRC,,4,
GTE - ND,22.692006,72.85851,-19.72844,449/19,,ACA,,BRC,,4,
